id_estudiante;Fecha Texto;Hora;Minuto;ap_device_config_name;ap_group;ap_lan_mac;client_device_type;client_radio_mode;client_role;clientrssi;place;operational_mode;Programa;radio_type;signal;snmp_uptime;snr;Hora completa texto
Estudiante 342;18/02/2020;9;59;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Android;n;R_General_SinGP;44;Sala Interactiva s1;n;COMSC;bgn;-48;9769993;44;9:59 am
Estudiante 342;18/02/2020;11;49;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Android;n;R_General_SinGP;41;Sala Interactiva s1;n;COMSC;bgn;-56;9776592;41;11:49 am
Estudiante 342;5/02/2020;16;44;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Android;n;R_General_SinGP;15;Sala Interactiva s1;n;COMSC;bgn;-56;8671092;15;4:44 pm
Estudiante 342;5/02/2020;16;49;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Android;n;R_General_SinGP;56;Sala Interactiva s1;n;COMSC;bgn;-37;8671391;56;4:49 pm
Estudiante 342;5/02/2020;16;54;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Android;n;R_General_SinGP;52;Sala Interactiva s1;n;COMSC;bgn;-48;8671689;52;4:54 pm
Estudiante 3758;6/02/2020;11;39;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei ANE-LX3;n;R_General;37;Sala Interactiva s1;n;ISIST;bgn;-60;8739194;37;11:39 am
Estudiante 3758;6/02/2020;11;54;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei ANE-LX3;n;R_General;31;Sala Interactiva s1;n;ISIST;bgn;-56;8740091;31;11:54 am
Estudiante 3758;6/02/2020;11;59;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei ANE-LX3;n;R_General;40;Sala Interactiva s1;n;ISIST;bgn;-60;8740393;40;11:59 am
Estudiante 3758;7/02/2020;13;9;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei ANE-LX3;n;R_General;31;Sala Interactiva s1;n;ISIST;bgn;-96;8830992;31;1:09 pm
Estudiante 3758;7/02/2020;13;49;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei ANE-LX3;n;R_General;37;Sala Interactiva s1;n;ISIST;bgn;-55;8833392;37;1:49 pm
Estudiante 3758;7/02/2020;13;54;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei ANE-LX3;n;R_General;41;Sala Interactiva s1;n;ISIST;bgn;-58;8833691;41;1:54 pm
Estudiante 9;22/01/2020;8;49;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei ANE-LX3;n;R_General_SinGP;28;Sala Interactiva s1;n;ISIST_1;bgn;-72;7432989;28;8:49 am
Estudiante 9;23/01/2020;16;14;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei ANE-LX3;n;R_General_SinGP;35;Sala Interactiva s1;n;ISIST_1;bgn;-61;7546092;35;4:14 pm
Estudiante 2390;4/02/2020;14;14;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei MRD-LX3;n;R_General;42;Sala Interactiva s1;n;ISIST;bgn;-58;8575690;42;2:14 pm
Estudiante 2390;4/02/2020;14;19;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei MRD-LX3;n;R_General;42;Sala Interactiva s1;n;ISIST;bgn;-52;8575992;42;2:19 pm
Estudiante 2390;4/02/2020;14;24;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei MRD-LX3;n;R_General;40;Sala Interactiva s1;n;ISIST;bgn;-58;8576290;40;2:24 pm
Estudiante 2390;4/02/2020;14;29;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei MRD-LX3;n;R_General;40;Sala Interactiva s1;n;ISIST;bgn;-61;8576591;40;2:29 pm
Estudiante 2390;4/02/2020;16;14;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei MRD-LX3;n;R_General;47;Sala Interactiva s1;n;ISIST;bgn;-45;8582890;47;4:14 pm
Estudiante 2390;4/02/2020;16;19;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei MRD-LX3;n;R_General;42;Sala Interactiva s1;n;ISIST;bgn;-44;8583190;42;4:19 pm
Estudiante 2390;4/02/2020;16;24;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei MRD-LX3;n;R_General;52;Sala Interactiva s1;n;ISIST;bgn;-51;8583493;52;4:24 pm
Estudiante 2390;4/02/2020;16;49;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei MRD-LX3;n;R_General;47;Sala Interactiva s1;n;ISIST;bgn;-48;8584994;47;4:49 pm
Estudiante 35;29/01/2020;6;29;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;35;Sala Interactiva s1;n;ISIST_1;bgn;-40;8029387;35;6:29 am
Estudiante 35;29/01/2020;6;34;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;51;Sala Interactiva s1;n;ISIST_1;bgn;-44;8029687;51;6:34 am
Estudiante 35;29/01/2020;6;39;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;54;Sala Interactiva s1;n;ISIST_1;bgn;-43;8029988;54;6:39 am
Estudiante 35;29/01/2020;6;44;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;53;Sala Interactiva s1;n;ISIST_1;bgn;-45;8030287;53;6:44 am
Estudiante 35;29/01/2020;6;49;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;55;Sala Interactiva s1;n;ISIST_1;bgn;-48;8030588;55;6:49 am
Estudiante 35;29/01/2020;14;19;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;22;Sala Interactiva s1;n;ISIST_1;bgn;-45;8057589;22;2:19 pm
Estudiante 35;29/01/2020;14;24;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;43;Sala Interactiva s1;n;ISIST_1;bgn;-57;8057892;43;2:24 pm
Estudiante 35;29/01/2020;14;29;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;45;Sala Interactiva s1;n;ISIST_1;bgn;-47;8058190;45;2:29 pm
Estudiante 35;29/01/2020;14;34;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;48;Sala Interactiva s1;n;ISIST_1;bgn;-49;8058492;48;2:34 pm
Estudiante 35;29/01/2020;14;39;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;38;Sala Interactiva s1;n;ISIST_1;bgn;-49;8058789;38;2:39 pm
Estudiante 35;29/01/2020;14;44;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;49;Sala Interactiva s1;n;ISIST_1;bgn;-47;8059089;49;2:44 pm
Estudiante 35;29/01/2020;14;49;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;51;Sala Interactiva s1;n;ISIST_1;bgn;-47;8059390;51;2:49 pm
Estudiante 35;29/01/2020;14;54;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;44;Sala Interactiva s1;n;ISIST_1;bgn;-47;8059690;44;2:54 pm
Estudiante 35;29/01/2020;14;59;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;47;Sala Interactiva s1;n;ISIST_1;bgn;-47;8059991;47;2:59 pm
Estudiante 35;29/01/2020;15;4;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;44;Sala Interactiva s1;n;ISIST_1;bgn;-54;8060291;44;3:04 pm
Estudiante 35;29/01/2020;15;9;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;48;Sala Interactiva s1;n;ISIST_1;bgn;-53;8060589;48;3:09 pm
Estudiante 35;29/01/2020;15;14;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Huawei TRT-L53;n;R_General_SinGP;45;Sala Interactiva s1;n;ISIST_1;bgn;-49;8060888;45;3:14 pm
Estudiante 25;27/01/2020;14;29;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Linux;n;R_General_SinGP;51;Sala Interactiva s1;n;ISIST_1;bgn;-48;7885390;51;2:29 pm
Estudiante 9;29/01/2020;8;54;28.(2).HemOri_196807;Biblioteca;80:8D:B7:CD:D2:6E;Linux;n;R_General_SinGP;50;Sala Interactiva s1;n;ISIST_1;bgn;-45;8038092;50;8:54 am
Estudiante 37;13/03/2020;13;3;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Android;n;R_General_SinGP;32;Servicios Especializados;n;COMSC_1;bgn;-63;1286350;32;1:03 pm
Estudiante 37;13/03/2020;13;5;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Android;n;R_General_SinGP;32;Servicios Especializados;n;COMSC_1;bgn;-71;1286462;32;1:05 pm
Estudiante 37;13/03/2020;13;8;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Android;n;R_General_SinGP;32;Servicios Especializados;n;COMSC_1;bgn;-64;1286648;32;1:08 pm
Estudiante 25;14/03/2020;9;43;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Android;n;R_General_SinGP;49;Servicios Especializados;n;ISIST_1;bgn;-56;1360746;49;9:43 am
Estudiante 9;18/02/2020;11;49;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Huawei ANE-LX3;n;R_General_SinGP;16;Servicios Especializados;n;ISIST_1;bgn;-75;6959482;16;11:49 am
Estudiante 635;14/02/2020;14;24;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Huawei FIG-LX3;n;R_General;46;Servicios Especializados;n;COMSC;bgn;-47;6623227;46;2:24 pm
Estudiante 635;14/02/2020;14;29;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Huawei FIG-LX3;n;R_General;49;Servicios Especializados;n;COMSC;bgn;-49;6623536;49;2:29 pm
Estudiante 635;14/02/2020;14;34;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Huawei FIG-LX3;n;R_General;49;Servicios Especializados;n;COMSC;bgn;-44;6623821;49;2:34 pm
Estudiante 635;14/02/2020;14;39;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Huawei FIG-LX3;n;R_General;52;Servicios Especializados;n;COMSC;bgn;-50;6624090;52;2:39 pm
Estudiante 635;14/02/2020;15;14;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Huawei FIG-LX3;n;R_General;47;Servicios Especializados;n;COMSC;bgn;-44;6626178;47;3:14 pm
Estudiante 635;14/02/2020;15;24;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Huawei FIG-LX3;n;R_General;45;Servicios Especializados;n;COMSC;bgn;-44;6626778;45;3:24 pm
Estudiante 2390;7/02/2020;11;24;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Huawei MRD-LX3;n;R_General;44;Servicios Especializados;n;ISIST;bgn;-49;6007582;44;11:24 am
Estudiante 2390;7/02/2020;11;29;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Huawei MRD-LX3;n;R_General;46;Servicios Especializados;n;ISIST;bgn;-56;6007877;46;11:29 am
Estudiante 2390;7/02/2020;11;34;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Huawei MRD-LX3;n;R_General;50;Servicios Especializados;n;ISIST;bgn;-58;6008180;50;11:34 am
Estudiante 2390;25/02/2020;16;9;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Huawei TRT-L53;n;Role_Invitados;29;Servicios Especializados;n;ISIST;bgn;-57;238282;29;4:09 pm
Estudiante 635;21/01/2020;10;9;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;45;Servicios Especializados;n;COMSC;bgn;-39;4534274;45;10:09 am
Estudiante 635;21/01/2020;10;14;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;51;Servicios Especializados;n;COMSC;bgn;-44;4534574;51;10:14 am
Estudiante 635;21/01/2020;10;19;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;53;Servicios Especializados;n;COMSC;bgn;-43;4534874;53;10:19 am
Estudiante 635;21/01/2020;10;24;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;54;Servicios Especializados;n;COMSC;bgn;-41;4535174;54;10:24 am
Estudiante 635;21/01/2020;10;29;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;54;Servicios Especializados;n;COMSC;bgn;-42;4535473;54;10:29 am
Estudiante 635;21/01/2020;10;39;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;53;Servicios Especializados;n;COMSC;bgn;-43;4536073;53;10:39 am
Estudiante 635;21/01/2020;10;44;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;54;Servicios Especializados;n;COMSC;bgn;-43;4536374;54;10:44 am
Estudiante 635;21/01/2020;10;49;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;53;Servicios Especializados;n;COMSC;bgn;-42;4536674;53;10:49 am
Estudiante 635;21/01/2020;10;54;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;53;Servicios Especializados;n;COMSC;bgn;-51;4536974;53;10:54 am
Estudiante 2390;24/01/2020;11;44;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;48;Servicios Especializados;n;ISIST;bgn;-50;4799173;48;11:44 am
Estudiante 2390;24/01/2020;11;49;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;48;Servicios Especializados;n;ISIST;bgn;-51;4799477;48;11:49 am
Estudiante 2390;24/01/2020;11;54;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;50;Servicios Especializados;n;ISIST;bgn;-46;4799773;50;11:54 am
Estudiante 2390;24/01/2020;11;59;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;50;Servicios Especializados;n;ISIST;bgn;-46;4800075;50;11:59 am
Estudiante 2390;24/01/2020;12;4;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;50;Servicios Especializados;n;ISIST;bgn;-57;4800389;50;12:04 pm
Estudiante 2390;24/01/2020;12;9;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;48;Servicios Especializados;n;ISIST;bgn;-48;4800712;48;12:09 pm
Estudiante 2390;24/01/2020;12;14;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;48;Servicios Especializados;n;ISIST;bgn;-48;4801010;48;12:14 pm
Estudiante 2390;24/01/2020;12;19;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;40;Servicios Especializados;n;ISIST;bgn;-57;4801284;40;12:19 pm
Estudiante 2390;24/01/2020;12;24;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;38;Servicios Especializados;n;ISIST;bgn;-57;4801577;38;12:24 pm
Estudiante 2390;24/02/2020;15;9;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;24;Servicios Especializados;n;ISIST;bgn;-72;148282;24;3:09 pm
Estudiante 2390;25/02/2020;14;13;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;16;Servicios Especializados;n;ISIST;bgn;-54;231299;16;2:13 pm
Estudiante 2390;25/02/2020;14;14;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;42;Servicios Especializados;n;ISIST;bgn;-61;231393;42;2:14 pm
Estudiante 2390;25/02/2020;14;18;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;42;Servicios Especializados;n;ISIST;bgn;-57;231578;42;2:18 pm
Estudiante 2390;25/02/2020;14;19;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;36;Servicios Especializados;n;ISIST;bgn;-60;231687;36;2:19 pm
Estudiante 2390;25/02/2020;14;23;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;36;Servicios Especializados;n;ISIST;bgn;-60;231869;36;2:23 pm
Estudiante 2390;25/02/2020;14;24;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;34;Servicios Especializados;n;ISIST;bgn;-62;231983;34;2:24 pm
Estudiante 2390;25/02/2020;14;28;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;34;Servicios Especializados;n;ISIST;bgn;-72;232170;34;2:28 pm
Estudiante 2390;25/02/2020;14;29;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;33;Servicios Especializados;n;ISIST;bgn;-63;232286;33;2:29 pm
Estudiante 2390;25/02/2020;14;33;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;33;Servicios Especializados;n;ISIST;bgn;-58;232469;33;2:33 pm
Estudiante 2390;25/02/2020;14;34;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;40;Servicios Especializados;n;ISIST;bgn;-64;232582;40;2:34 pm
Estudiante 2390;25/02/2020;14;38;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;40;Servicios Especializados;n;ISIST;bgn;-57;232774;40;2:38 pm
Estudiante 2390;25/02/2020;14;39;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;38;Servicios Especializados;n;ISIST;bgn;-58;232882;38;2:39 pm
Estudiante 2390;25/02/2020;14;43;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;38;Servicios Especializados;n;ISIST;bgn;-56;233069;38;2:43 pm
Estudiante 2390;25/02/2020;14;44;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;40;Servicios Especializados;n;ISIST;bgn;-56;233182;40;2:44 pm
Estudiante 2390;25/02/2020;14;53;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;40;Servicios Especializados;n;ISIST;bgn;-58;233668;40;2:53 pm
Estudiante 2390;25/02/2020;14;54;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;40;Servicios Especializados;n;ISIST;bgn;-55;233782;40;2:54 pm
Estudiante 2390;25/02/2020;14;58;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;40;Servicios Especializados;n;ISIST;bgn;-58;233971;40;2:58 pm
Estudiante 2390;25/02/2020;14;59;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;35;Servicios Especializados;n;ISIST;bgn;-61;234090;35;2:59 pm
Estudiante 2390;25/02/2020;15;3;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;35;Servicios Especializados;n;ISIST;bgn;-55;234270;35;3:03 pm
Estudiante 2390;25/02/2020;15;13;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;39;Servicios Especializados;n;ISIST;bgn;-62;234868;39;3:13 pm
Estudiante 2390;25/02/2020;15;14;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;35;Servicios Especializados;n;ISIST;bgn;-61;234984;35;3:14 pm
Estudiante 2390;25/02/2020;15;18;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;35;Servicios Especializados;n;ISIST;bgn;-51;235177;35;3:18 pm
Estudiante 2390;25/02/2020;15;19;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;40;Servicios Especializados;n;ISIST;bgn;-57;235288;40;3:19 pm
Estudiante 2390;25/02/2020;15;58;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;40;Servicios Especializados;n;ISIST;bgn;-58;237570;40;3:58 pm
Estudiante 2390;25/02/2020;15;59;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;40;Servicios Especializados;n;ISIST;bgn;-58;237688;40;3:59 pm
Estudiante 2390;25/02/2020;16;3;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;40;Servicios Especializados;n;ISIST;bgn;-58;237869;40;4:03 pm
Estudiante 2390;25/02/2020;16;4;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;40;Servicios Especializados;n;ISIST;bgn;-61;237987;40;4:04 pm
Estudiante 2390;25/02/2020;16;8;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;40;Servicios Especializados;n;ISIST;bgn;-66;238170;40;4:08 pm
Estudiante 2390;25/02/2020;16;13;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;40;Servicios Especializados;n;ISIST;bgn;-61;238471;40;4:13 pm
Estudiante 2390;25/02/2020;16;14;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General;40;Servicios Especializados;n;ISIST;bgn;-58;238582;40;4:14 pm
Estudiante 9;13/03/2020;7;38;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General_SinGP;11;Servicios Especializados;n;ISIST_1;bgn;-66;1266847;11;7:38 am
Estudiante 9;13/03/2020;7;40;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General_SinGP;11;Servicios Especializados;n;ISIST_1;bgn;-60;1266962;11;7:40 am
Estudiante 9;13/03/2020;7;43;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General_SinGP;11;Servicios Especializados;n;ISIST_1;bgn;-60;1267146;11;7:43 am
Estudiante 9;13/03/2020;7;45;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General_SinGP;11;Servicios Especializados;n;ISIST_1;bgn;-59;1267262;11;7:45 am
Estudiante 9;13/03/2020;7;48;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General_SinGP;11;Servicios Especializados;n;ISIST_1;bgn;-57;1267446;11;7:48 am
Estudiante 9;13/03/2020;7;53;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General_SinGP;39;Servicios Especializados;n;ISIST_1;bgn;-59;1267746;39;7:53 am
Estudiante 9;13/03/2020;7;58;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General_SinGP;36;Servicios Especializados;n;ISIST_1;bgn;-59;1268046;36;7:58 am
Estudiante 9;13/03/2020;8;0;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General_SinGP;36;Servicios Especializados;n;ISIST_1;bgn;-60;1268161;36;8:00 am
Estudiante 9;13/03/2020;8;5;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Linux;n;R_General_SinGP;36;Servicios Especializados;n;ISIST_1;bgn;-59;1268461;36;8:05 am
Estudiante 635;21/01/2020;11;19;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Windows;n;R_General;42;Servicios Especializados;n;COMSC;bgn;-53;4538474;42;11:19 am
Estudiante 635;21/01/2020;11;24;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Windows;n;R_General;57;Servicios Especializados;n;COMSC;bgn;-40;4538774;57;11:24 am
Estudiante 635;21/01/2020;11;29;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Windows;n;R_General;56;Servicios Especializados;n;COMSC;bgn;-40;4539073;56;11:29 am
Estudiante 635;14/02/2020;15;19;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Windows 10;n;logon;52;Servicios Especializados;n;COMSC;bgn;-45;6626481;52;3:19 pm
Estudiante 635;14/02/2020;14;44;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Windows 10;n;R_General;51;Servicios Especializados;n;COMSC;bgn;-42;6624386;51;2:44 pm
Estudiante 635;14/02/2020;14;49;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Windows 10;n;R_General;56;Servicios Especializados;n;COMSC;bgn;-42;6624681;56;2:49 pm
Estudiante 635;14/02/2020;14;54;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Windows 10;n;R_General;54;Servicios Especializados;n;COMSC;bgn;-41;6624984;54;2:54 pm
Estudiante 635;14/02/2020;14;59;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Windows 10;n;R_General;55;Servicios Especializados;n;COMSC;bgn;-41;6625282;55;2:59 pm
Estudiante 635;14/02/2020;15;4;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Windows 10;n;R_General;53;Servicios Especializados;n;COMSC;bgn;-46;6625602;53;3:04 pm
Estudiante 635;14/02/2020;15;9;28.0.1_181187;Biblioteca;04:BD:88:CD:04:9C;Windows 10;n;R_General;56;Servicios Especializados;n;COMSC;bgn;-45;6625881;56;3:09 pm
Estudiante 342;10/03/2020;12;55;28.0.2_179660;Biblioteca;04:BD:88:CC:FA:20;Android;n;R_General_SinGP;32;Circulacion y Prestamo;n;COMSC;bgn;-53;1019848;32;12:55 pm
Estudiante 105;19/02/2020;16;29;28.0.2_179660;Biblioteca;04:BD:88:CC:FA:20;Android;n;R_General_SinGP;34;Circulacion y Prestamo;n;ISIST_1;bgn;-59;7017967;34;4:29 pm
Estudiante 37;9/03/2020;16;40;28.0.2_179660;Biblioteca;04:BD:88:CC:FA:20;Android;n;R_General_SinGP;49;Circulacion y Prestamo;n;COMSC_1;bgn;-47;946948;49;4:40 pm
Estudiante 342;9/03/2020;18;58;28.0.2_179660;Biblioteca;04:BD:88:CC:FA:20;Android;n;R_General_SinGP;27;Circulacion y Prestamo;n;COMSC;bgn;-96;955227;27;6:58 pm
Estudiante 342;9/03/2020;19;0;28.0.2_179660;Biblioteca;04:BD:88:CC:FA:20;Android;n;R_General_SinGP;25;Circulacion y Prestamo;n;COMSC;bgn;-96;955344;25;7:00 pm
Estudiante 342;9/03/2020;19;5;28.0.2_179660;Biblioteca;04:BD:88:CC:FA:20;Android;n;R_General_SinGP;43;Circulacion y Prestamo;n;COMSC;bgn;-96;955644;43;7:05 pm
Estudiante 342;9/03/2020;19;8;28.0.2_179660;Biblioteca;04:BD:88:CC:FA:20;Android;n;R_General_SinGP;43;Circulacion y Prestamo;n;COMSC;bgn;-96;955829;43;7:08 pm
Estudiante 342;9/03/2020;19;10;28.0.2_179660;Biblioteca;04:BD:88:CC:FA:20;Android;n;R_General_SinGP;56;Circulacion y Prestamo;n;COMSC;bgn;-96;955945;56;7:10 pm
