id_estudiante;Fecha Texto;Hora;Minuto;ap_device_config_name;ap_group;ap_lan_mac;client_device_type;client_radio_mode;client_role;clientrssi;place;operational_mode;Programa;radio_type;signal;snmp_uptime;snr;Hora completa texto
Estudiante 37;12/03/2020;11;8;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-46;1193021;49;11:08 am
Estudiante 37;12/03/2020;11;13;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-56;1193322;49;11:13 am
Estudiante 37;12/03/2020;11;15;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-47;1193436;49;11:15 am
Estudiante 37;12/03/2020;11;18;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-47;1193621;49;11:18 am
Estudiante 37;12/03/2020;11;20;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-51;1193737;49;11:20 am
Estudiante 37;12/03/2020;11;23;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-47;1193921;49;11:23 am
Estudiante 37;12/03/2020;11;25;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-48;1194037;49;11:25 am
Estudiante 37;12/03/2020;11;28;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-46;1194221;49;11:28 am
Estudiante 37;12/03/2020;11;30;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-50;1194337;49;11:30 am
Estudiante 37;12/03/2020;11;33;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-49;1194522;49;11:33 am
Estudiante 37;12/03/2020;11;35;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-50;1194637;49;11:35 am
Estudiante 37;12/03/2020;11;38;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-47;1194821;49;11:38 am
Estudiante 37;12/03/2020;11;40;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-57;1194937;49;11:40 am
Estudiante 37;12/03/2020;11;43;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-52;1195121;49;11:43 am
Estudiante 37;12/03/2020;11;45;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-48;1195236;49;11:45 am
Estudiante 37;12/03/2020;11;48;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-50;1195422;49;11:48 am
Estudiante 37;12/03/2020;11;50;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-46;1195536;49;11:50 am
Estudiante 37;12/03/2020;11;53;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-50;1195721;49;11:53 am
Estudiante 37;12/03/2020;11;55;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-59;1195836;49;11:55 am
Estudiante 37;12/03/2020;11;58;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-48;1196021;49;11:58 am
Estudiante 37;12/03/2020;12;0;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-50;1196137;49;12:00 pm
Estudiante 37;12/03/2020;12;3;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-49;1196321;49;12:03 pm
Estudiante 342;18/02/2020;18;54;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;45;Sala de Estudio Individual p1;n;COMSC;bgn;-47;6984980;45;6:54 pm
Estudiante 342;18/02/2020;18;59;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;37;Sala de Estudio Individual p1;n;COMSC;bgn;-69;6985280;37;6:59 pm
Estudiante 342;18/02/2020;19;19;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;38;Sala de Estudio Individual p1;n;COMSC;bgn;-58;6986478;38;7:19 pm
Estudiante 37;21/02/2020;13;29;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;48;Sala de Estudio Individual p1;n;COMSC_1;bgn;-48;49954;48;1:29 pm
Estudiante 37;21/02/2020;13;34;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;48;Sala de Estudio Individual p1;n;COMSC_1;bgn;-43;50254;48;1:34 pm
Estudiante 37;21/02/2020;13;39;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;53;Sala de Estudio Individual p1;n;COMSC_1;bgn;-46;50554;53;1:39 pm
Estudiante 37;21/02/2020;13;44;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;53;Sala de Estudio Individual p1;n;COMSC_1;bgn;-48;50854;53;1:44 pm
Estudiante 37;21/02/2020;13;49;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;50;Sala de Estudio Individual p1;n;COMSC_1;bgn;-48;51154;50;1:49 pm
Estudiante 342;22/01/2020;17;4;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;33;Sala de Estudio Individual p1;n;COMSC;bgn;-61;4645565;33;5:04 pm
Estudiante 342;22/01/2020;17;14;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;27;Sala de Estudio Individual p1;n;COMSC;bgn;-69;4646164;27;5:14 pm
Estudiante 342;22/01/2020;17;19;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;41;Sala de Estudio Individual p1;n;COMSC;bgn;-63;4646463;41;5:19 pm
Estudiante 342;22/01/2020;17;24;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;22;Sala de Estudio Individual p1;n;COMSC;bgn;-57;4646763;22;5:24 pm
Estudiante 37;27/02/2020;14;55;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;38;Sala de Estudio Individual p1;n;COMSC_1;bgn;-55;100604;38;2:55 pm
Estudiante 37;27/02/2020;14;58;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;38;Sala de Estudio Individual p1;n;COMSC_1;bgn;-61;100792;38;2:58 pm
Estudiante 37;27/02/2020;15;0;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;38;Sala de Estudio Individual p1;n;COMSC_1;bgn;-64;100908;38;3:00 pm
Estudiante 37;27/02/2020;15;3;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;38;Sala de Estudio Individual p1;n;COMSC_1;bgn;-66;101092;38;3:03 pm
Estudiante 37;27/02/2020;15;5;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;38;Sala de Estudio Individual p1;n;COMSC_1;bgn;-66;101204;38;3:05 pm
Estudiante 37;27/02/2020;15;8;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;38;Sala de Estudio Individual p1;n;COMSC_1;bgn;-67;101391;38;3:08 pm
Estudiante 37;27/02/2020;15;10;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;38;Sala de Estudio Individual p1;n;COMSC_1;bgn;-57;101505;38;3:10 pm
Estudiante 37;27/02/2020;15;13;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;38;Sala de Estudio Individual p1;n;COMSC_1;bgn;-60;101690;38;3:13 pm
Estudiante 37;27/02/2020;15;15;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;38;Sala de Estudio Individual p1;n;COMSC_1;bgn;-59;101805;38;3:15 pm
Estudiante 37;27/02/2020;15;18;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;38;Sala de Estudio Individual p1;n;COMSC_1;bgn;-58;101995;38;3:18 pm
Estudiante 37;27/02/2020;15;20;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;38;Sala de Estudio Individual p1;n;COMSC_1;bgn;-58;102110;38;3:20 pm
Estudiante 37;27/02/2020;15;28;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;38;Sala de Estudio Individual p1;n;COMSC_1;bgn;-61;102593;38;3:28 pm
Estudiante 37;27/02/2020;15;30;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;38;Sala de Estudio Individual p1;n;COMSC_1;bgn;-61;102707;38;3:30 pm
Estudiante 37;27/02/2020;15;33;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Android;n;R_General_SinGP;38;Sala de Estudio Individual p1;n;COMSC_1;bgn;-59;102892;38;3:33 pm
Estudiante 3405;11/03/2020;10;5;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;43;Sala de Estudio Individual p1;n;ISIST;bgn;-54;1102836;43;10:05 am
Estudiante 3405;11/03/2020;11;13;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;43;Sala de Estudio Individual p1;n;ISIST;bgn;-62;1106921;43;11:13 am
Estudiante 3405;11/03/2020;11;28;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;39;Sala de Estudio Individual p1;n;ISIST;bgn;-60;1107821;39;11:28 am
Estudiante 3405;11/03/2020;11;30;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;38;Sala de Estudio Individual p1;n;ISIST;bgn;-58;1107937;38;11:30 am
Estudiante 3405;11/03/2020;11;35;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;37;Sala de Estudio Individual p1;n;ISIST;bgn;-58;1108237;37;11:35 am
Estudiante 3405;11/03/2020;11;38;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;37;Sala de Estudio Individual p1;n;ISIST;bgn;-60;1108421;37;11:38 am
Estudiante 3405;11/03/2020;11;40;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;39;Sala de Estudio Individual p1;n;ISIST;bgn;-56;1108536;39;11:40 am
Estudiante 3405;13/03/2020;11;30;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;35;Sala de Estudio Individual p1;n;ISIST;bgn;-53;1280748;35;11:30 am
Estudiante 3405;13/03/2020;11;33;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;20;Sala de Estudio Individual p1;n;ISIST;bgn;-48;1280933;20;11:33 am
Estudiante 3405;13/03/2020;11;35;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;20;Sala de Estudio Individual p1;n;ISIST;bgn;-52;1281046;20;11:35 am
Estudiante 3405;13/03/2020;11;38;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;35;Sala de Estudio Individual p1;n;ISIST;bgn;-49;1281234;35;11:38 am
Estudiante 3405;13/03/2020;11;40;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;20;Sala de Estudio Individual p1;n;ISIST;bgn;-52;1281346;20;11:40 am
Estudiante 3405;13/03/2020;11;43;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;20;Sala de Estudio Individual p1;n;ISIST;bgn;-50;1281534;20;11:43 am
Estudiante 3405;13/03/2020;11;45;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;35;Sala de Estudio Individual p1;n;ISIST;bgn;-50;1281647;35;11:45 am
Estudiante 3405;13/03/2020;12;23;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;35;Sala de Estudio Individual p1;n;ISIST;bgn;-52;1283936;35;12:23 pm
Estudiante 3405;13/03/2020;12;25;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;35;Sala de Estudio Individual p1;n;ISIST;bgn;-58;1284049;35;12:25 pm
Estudiante 3405;20/01/2020;13;9;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;36;Sala de Estudio Individual p1;n;ISIST;bgn;-63;4458662;36;1:09 pm
Estudiante 3405;20/01/2020;13;14;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;36;Sala de Estudio Individual p1;n;ISIST;bgn;-60;4458963;36;1:14 pm
Estudiante 3405;20/01/2020;13;19;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;35;Sala de Estudio Individual p1;n;ISIST;bgn;-62;4459262;35;1:19 pm
Estudiante 3405;20/01/2020;13;24;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;36;Sala de Estudio Individual p1;n;ISIST;bgn;-62;4459562;36;1:24 pm
Estudiante 3405;20/01/2020;13;29;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;32;Sala de Estudio Individual p1;n;ISIST;bgn;-62;4459863;32;1:29 pm
Estudiante 3405;20/01/2020;13;34;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;34;Sala de Estudio Individual p1;n;ISIST;bgn;-64;4460163;34;1:34 pm
Estudiante 3405;20/01/2020;13;39;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;36;Sala de Estudio Individual p1;n;ISIST;bgn;-62;4460463;36;1:39 pm
Estudiante 3405;20/01/2020;13;44;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;35;Sala de Estudio Individual p1;n;ISIST;bgn;-62;4460763;35;1:44 pm
Estudiante 3405;20/01/2020;13;49;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;35;Sala de Estudio Individual p1;n;ISIST;bgn;-62;4461063;35;1:49 pm
Estudiante 3405;20/01/2020;13;54;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;35;Sala de Estudio Individual p1;n;ISIST;bgn;-63;4461364;35;1:54 pm
Estudiante 3405;24/01/2020;15;39;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;43;Sala de Estudio Individual p1;n;ISIST;bgn;-50;4813264;43;3:39 pm
Estudiante 3405;24/01/2020;15;44;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;44;Sala de Estudio Individual p1;n;ISIST;bgn;-57;4813564;44;3:44 pm
Estudiante 3405;24/01/2020;15;49;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;39;Sala de Estudio Individual p1;n;ISIST;bgn;-56;4813863;39;3:49 pm
Estudiante 3405;24/01/2020;15;59;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;40;Sala de Estudio Individual p1;n;ISIST;bgn;-55;4814464;40;3:59 pm
Estudiante 3405;24/01/2020;16;4;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;36;Sala de Estudio Individual p1;n;ISIST;bgn;-58;4814764;36;4:04 pm
Estudiante 3405;24/01/2020;16;9;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;37;Sala de Estudio Individual p1;n;ISIST;bgn;-59;4815065;37;4:09 pm
Estudiante 3405;24/01/2020;16;14;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;36;Sala de Estudio Individual p1;n;ISIST;bgn;-58;4815363;36;4:14 pm
Estudiante 3405;24/01/2020;16;19;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;36;Sala de Estudio Individual p1;n;ISIST;bgn;-59;4815664;36;4:19 pm
Estudiante 3405;24/01/2020;16;29;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;41;Sala de Estudio Individual p1;n;ISIST;bgn;-55;4816265;41;4:29 pm
Estudiante 3405;28/02/2020;11;10;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-59;69937;21;11:10 am
Estudiante 3405;28/02/2020;11;53;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-53;72520;21;11:53 am
Estudiante 3405;28/02/2020;11;55;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-51;72634;21;11:55 am
Estudiante 3405;28/02/2020;11;58;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-55;72821;21;11:58 am
Estudiante 3405;28/02/2020;12;0;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-51;72935;21;12:00 pm
Estudiante 3405;28/02/2020;12;3;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-52;73121;21;12:03 pm
Estudiante 3405;28/02/2020;12;5;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-60;73236;21;12:05 pm
Estudiante 3405;28/02/2020;12;8;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-60;73420;21;12:08 pm
Estudiante 3405;28/02/2020;12;10;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-59;73536;21;12:10 pm
Estudiante 3405;28/02/2020;12;13;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-59;73722;21;12:13 pm
Estudiante 3405;28/02/2020;12;15;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-59;73835;21;12:15 pm
Estudiante 3405;28/02/2020;12;18;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-56;74021;21;12:18 pm
Estudiante 3405;28/02/2020;12;20;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-58;74135;21;12:20 pm
Estudiante 3405;28/02/2020;12;23;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-57;74320;21;12:23 pm
Estudiante 3405;28/02/2020;12;25;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-56;74437;21;12:25 pm
Estudiante 3405;28/02/2020;12;28;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-56;74621;21;12:28 pm
Estudiante 3405;28/02/2020;12;30;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-55;74735;21;12:30 pm
Estudiante 3405;28/02/2020;12;33;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-57;74920;21;12:33 pm
Estudiante 3405;28/02/2020;12;35;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-56;75035;21;12:35 pm
Estudiante 3405;28/02/2020;12;40;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-53;75334;21;12:40 pm
Estudiante 3405;28/02/2020;12;43;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;21;Sala de Estudio Individual p1;n;ISIST;bgn;-58;75520;21;12:43 pm
Estudiante 3405;3/03/2020;11;40;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;33;Sala de Estudio Individual p1;n;ISIST;bgn;-96;417339;33;11:40 am
Estudiante 3405;30/01/2020;16;19;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;28;Sala de Estudio Individual p1;n;ISIST;bgn;-65;5334065;28;4:19 pm
Estudiante 3405;30/01/2020;16;44;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;30;Sala de Estudio Individual p1;n;ISIST;bgn;-68;5335564;30;4:44 pm
Estudiante 3405;30/01/2020;16;49;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;31;Sala de Estudio Individual p1;n;ISIST;bgn;-66;5335864;31;4:49 pm
Estudiante 3405;30/01/2020;16;54;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;32;Sala de Estudio Individual p1;n;ISIST;bgn;-68;5336165;32;4:54 pm
Estudiante 3405;30/01/2020;17;9;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;ASUS X00BD;n;R_General;32;Sala de Estudio Individual p1;n;ISIST;bgn;-62;5337065;32;5:09 pm
Estudiante 37;27/02/2020;15;23;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Huawei TAG-L03;n;Role_Invitados;38;Sala de Estudio Individual p1;n;COMSC_1;bgn;-61;102301;38;3:23 pm
Estudiante 37;27/02/2020;15;25;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Huawei TAG-L03;n;Role_Invitados;38;Sala de Estudio Individual p1;n;COMSC_1;bgn;-96;102406;38;3:25 pm
Estudiante 37;12/03/2020;11;10;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Huawei VNS-L23;n;logon;49;Sala de Estudio Individual p1;n;COMSC_1;bgn;-45;1193138;49;11:10 am
Estudiante 9;19/02/2020;9;49;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Linux;n;R_General_SinGP;21;Sala de Estudio Individual p1;n;ISIST_1;bgn;-57;7038682;21;9:49 am
Estudiante 9;19/02/2020;9;54;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Linux;n;R_General_SinGP;18;Sala de Estudio Individual p1;n;ISIST_1;bgn;-70;7038982;18;9:54 am
Estudiante 25;26/02/2020;8;0;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Linux;n;R_General_SinGP;50;Sala de Estudio Individual p1;n;ISIST_1;bgn;-55;293908;50;8:00 am
Estudiante 342;26/02/2020;15;55;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Linux;n;R_General_SinGP;56;Sala de Estudio Individual p1;n;COMSC;bgn;-80;17804;56;3:55 pm
Estudiante 342;3/03/2020;18;13;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Linux;n;R_General_SinGP;56;Sala de Estudio Individual p1;n;COMSC;bgn;-43;440920;56;6:13 pm
Estudiante 342;3/03/2020;18;15;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Linux;n;R_General_SinGP;47;Sala de Estudio Individual p1;n;COMSC;bgn;-45;441035;47;6:15 pm
Estudiante 342;3/03/2020;18;18;28.1.2_sinserie;Biblioteca;04:BD:88:CC:FD:BC;Linux;n;R_General_SinGP;47;Sala de Estudio Individual p1;n;COMSC;bgn;-70;441221;47;6:18 pm
Estudiante 37;28/01/2020;13;14;28.1.3;Biblioteca;04:BD:88:CC:FD:B4;Android;n;R_General_SinGP;20;Sala de Estudio Individual p1;n;COMSC_1;bgn;-74;2846321;20;1:14 pm
Estudiante 25;29/01/2020;6;4;28.1.3;Biblioteca;04:BD:88:CC:FD:B4;Android;n;R_General_SinGP;30;Sala de Estudio Individual p1;n;ISIST_1;bgn;;2906921;30;6:04 am
Estudiante 25;29/01/2020;6;9;28.1.3;Biblioteca;04:BD:88:CC:FD:B4;Android;n;R_General_SinGP;48;Sala de Estudio Individual p1;n;ISIST_1;bgn;-45;2907221;48;6:09 am
Estudiante 25;29/01/2020;6;14;28.1.3;Biblioteca;04:BD:88:CC:FD:B4;Android;n;R_General_SinGP;47;Sala de Estudio Individual p1;n;ISIST_1;bgn;-46;2907521;47;6:14 am
Estudiante 25;29/01/2020;6;19;28.1.3;Biblioteca;04:BD:88:CC:FD:B4;Android;n;R_General_SinGP;51;Sala de Estudio Individual p1;n;ISIST_1;bgn;-42;2907821;51;6:19 am
